rop0011789,11789,35188,12506,718,"0.6445947482",2
euro-night-0020000,20000,59969,35192,15193,"0.4131634678",3
jupiter-0020000,20000,59966,35152,15153,"0.413801154",3
protein-0020000,20000,59975,35096,15097,"0.4148228429",3
uniform-0020000-1,20000,59965,34989,14990,"0.4165096306",3
uniform-0020000-2,20000,59967,35014,15015,"0.416112195",3
us-night-0020000,20000,59981,35176,15177,"0.4135476234",3
jupiter-0030000,30000,89972,55147,25148,"0.3870648646",1
euro-night-0030000,30000,89972,52783,22784,"0.4133397057",3
protein-0030000,30000,89972,52469,22470,"0.4168296803",3
uniform-0030000-1,30000,89974,52387,22388,"0.4177540178",3
uniform-0030000-2,30000,89973,52376,22377,"0.4178698054",3
us-night-0030000,30000,89977,52664,22665,"0.4146948665",3
uniform-0040000-2,40000,119969,73329,33330,"0.3887670982",1
euro-night-0040000,40000,119969,73827,33828,"0.3846160258",2
jupiter-0040000,40000,119968,73523,33524,"0.3871449053",2
us-night-0040000,40000,119976,73635,33636,"0.3862522505",2
protein-0040000,40000,119965,69929,29930,"0.4170883174",3
uniform-0040000-1,40000,119968,69884,29885,"0.4174779941",3
ortho_rect_union_47381,47381,142103,80294,32914,"0.4349591493",1
uniform-0050000-1,50000,149969,91638,41639,"0.3889537171",1
euro-night-0050000,50000,149969,87869,37870,"0.4140855777",3
protein-0050000,50000,149974,87482,37483,"0.4166855588",3
sun-0050000,50000,149963,87546,37547,"0.4162159999",3
uniform-0050000-2,50000,149970,87330,37331,"0.4176835367",3
us-night-0050000,50000,149974,87873,37874,"0.4140784403",3
uniform-0060000-2,60000,179968,110046,50047,"0.3885246266",1
euro-night-0060000,60000,179969,105387,45388,"0.4144158161",3
protein-0060000,60000,179973,105041,45042,"0.4163513416",3
sun-0060000,60000,179966,104678,44679,"0.4183456875",3
uniform-0060000-1,60000,179961,104807,44808,"0.417612705",3
us-night-0060000,60000,179973,105484,45485,"0.4138898613",3
rop0064054,64054,191899,66406,2353,"0.6539533817",2
sun-0070000,70000,209972,128243,58244,"0.3892376126",1
uniform-0070000-2,70000,209968,128365,58366,"0.3886449364",1
euro-night-0070000,70000,209967,123044,53045,"0.4139841023",3
protein-0070000,70000,209967,122608,52609,"0.416060619",3
uniform-0070000-1,70000,209962,122155,52156,"0.4182042465",3
us-night-0070000,70000,209972,122909,52910,"0.4146409998",3
uniform-0080000-1,80000,239965,146642,66643,"0.3889025483",1
uniform-0080000-2,80000,239969,146649,66650,"0.3888835641",1
euro-night-0080000,80000,239975,140588,60589,"0.4141556412",3
protein-0080000,80000,239967,140037,60038,"0.4164322594",3
sun-0080000,80000,239964,139509,59510,"0.4186252938",3
us-night-0080000,80000,239971,140560,60561,"0.4142625567",3
uniform-0090000-1,90000,269975,164958,74959,"0.3889878692",1
uniform-0090000-2,90000,269962,165048,75049,"0.3886250657",1
euro-night-0090000,90000,269975,158001,68002,"0.4147569219",3
protein-0090000,90000,269971,157595,67596,"0.416252116",3
sun-0090000,90000,269963,157540,67541,"0.416438549",3
us-night-0090000,90000,269972,157995,67996,"0.4147726431",3
uniform-0100000-1,100000,299969,183375,83376,"0.388686831",1
uniform-0100000-2,100000,299965,183321,83322,"0.3888587002",1
euro-night-0100000,100000,299969,175491,75492,"0.4149695469",3
protein-0100000,100000,299972,175034,75035,"0.4164988732",3
sun-0100000,100000,299970,174204,74205,"0.4192619262",3
us-night-0100000,100000,299965,175520,75521,"0.4148650676",3
mona-lisa-1000000,1000000,2999962,1833023,833024,"0.3889845938",1
